196,100,2,2020-04-16 12:50:16.972020
4,101,1,2020-04-15 12:50:16.972020
223,102,4,2020-04-14 12:50:16.972020
106,103,3,2020-04-13 12:50:16.972020
243,104,1,2020-04-12 12:50:16.972020
60,105,2,2020-04-11 12:50:16.972020
93,106,2,2020-04-10 12:50:16.972020
64,107,1,2020-04-09 12:50:16.972020
68,108,2,2020-04-08 12:50:16.972020
21,109,3,2020-04-07 12:50:16.972020
93,110,1,2020-04-06 12:50:16.972020
178,111,4,2020-04-05 12:50:16.972020
80,112,3,2020-04-04 12:50:16.972020
219,113,2,2020-04-03 12:50:16.972020
59,114,2,2020-04-02 12:50:16.972020
98,115,3,2020-04-01 12:50:16.972020
68,116,2,2020-03-31 12:50:16.972020
248,117,3,2020-03-30 12:50:16.972020
108,118,4,2020-03-29 12:50:16.972020
249,119,1,2020-03-28 12:50:16.972020
167,120,1,2020-03-27 12:50:16.972020
195,121,1,2020-03-26 12:50:16.972020
138,122,1,2020-03-25 12:50:16.972020
153,123,2,2020-03-24 12:50:16.972020
78,124,4,2020-03-23 12:50:16.972020
38,125,3,2020-03-22 12:50:16.972020
200,126,2,2020-03-21 12:50:16.972020
18,127,4,2020-03-20 12:50:16.972020
41,128,4,2020-03-19 12:50:16.972020
237,129,2,2020-03-18 12:50:16.972020
116,130,3,2020-03-17 12:50:16.972020
88,131,2,2020-03-16 12:50:16.972020
22,132,1,2020-03-15 12:50:16.972020
246,133,2,2020-03-14 12:50:16.972020
188,134,1,2020-03-13 12:50:16.972020
179,135,3,2020-03-12 12:50:16.972020
146,136,4,2020-03-11 12:50:16.972020
159,137,3,2020-03-10 12:50:16.972020
113,138,2,2020-03-09 12:50:16.972020
163,139,2,2020-03-08 12:50:16.972020
181,140,3,2020-03-07 12:50:16.972020
91,141,2,2020-03-06 12:50:16.972020
200,142,3,2020-03-05 12:50:16.972020
163,143,1,2020-03-04 12:50:16.972020
228,144,3,2020-03-03 12:50:16.972020
16,145,3,2020-03-02 12:50:16.972020
36,146,2,2020-03-01 12:50:16.972020
31,147,2,2020-02-29 12:50:16.972020
230,148,4,2020-02-28 12:50:16.972020
7,149,1,2020-02-27 12:50:16.972020
237,150,1,2020-02-26 12:50:16.972020
176,151,4,2020-02-25 12:50:16.972020
121,152,1,2020-02-24 12:50:16.972020
15,153,1,2020-02-23 12:50:16.972020
208,154,4,2020-02-22 12:50:16.972020
141,155,4,2020-02-21 12:50:16.972020
89,156,2,2020-02-20 12:50:16.972020
58,157,1,2020-02-19 12:50:16.972020
96,158,2,2020-02-18 12:50:16.972020
210,159,1,2020-02-17 12:50:16.972020
22,160,4,2020-02-16 12:50:16.972020
102,161,1,2020-02-15 12:50:16.972020
28,162,3,2020-02-14 12:50:16.972020
25,163,2,2020-02-13 12:50:16.972020
135,164,4,2020-02-12 12:50:16.972020
26,165,3,2020-02-11 12:50:16.972020
94,166,3,2020-02-10 12:50:16.972020
123,167,2,2020-02-09 12:50:16.972020
166,168,4,2020-02-08 12:50:16.972020
163,169,3,2020-02-07 12:50:16.972020
162,170,2,2020-02-06 12:50:16.972020
216,171,4,2020-02-05 12:50:16.972020
206,172,4,2020-02-04 12:50:16.972020
12,173,1,2020-02-03 12:50:16.972020
112,174,2,2020-02-02 12:50:16.972020
127,175,4,2020-02-01 12:50:16.972020
101,176,1,2020-01-31 12:50:16.972020
72,177,3,2020-01-30 12:50:16.972020
13,178,1,2020-01-29 12:50:16.972020
58,179,2,2020-01-28 12:50:16.972020
231,180,2,2020-01-27 12:50:16.972020
115,181,4,2020-01-26 12:50:16.972020
54,182,1,2020-01-25 12:50:16.972020
181,183,2,2020-01-24 12:50:16.972020
91,184,3,2020-01-23 12:50:16.972020
27,185,2,2020-01-22 12:50:16.972020
188,186,3,2020-01-21 12:50:16.972020
180,187,3,2020-01-20 12:50:16.972020
238,188,3,2020-01-19 12:50:16.972020
203,189,4,2020-01-18 12:50:16.972020
45,190,1,2020-01-17 12:50:16.972020
239,191,3,2020-01-16 12:50:16.972020
29,192,2,2020-01-15 12:50:16.972020
33,193,2,2020-01-14 12:50:16.972020
109,194,4,2020-01-13 12:50:16.972020
38,195,1,2020-01-12 12:50:16.972020
21,196,3,2020-01-11 12:50:16.972020
97,197,4,2020-01-10 12:50:16.972020
205,198,2,2020-01-09 12:50:16.972020
84,199,2,2020-01-08 12:50:16.972020
235,200,4,2020-01-07 12:50:16.972020
133,201,2,2020-01-06 12:50:16.972020
104,202,3,2020-01-05 12:50:16.972020
224,203,2,2020-01-04 12:50:16.972020
234,204,4,2020-01-03 12:50:16.972020
150,205,2,2020-01-02 12:50:16.972020
172,206,4,2020-01-01 12:50:16.972020
133,207,2,2019-12-31 12:50:16.972020
21,208,4,2019-12-30 12:50:16.972020
230,209,2,2019-12-29 12:50:16.972020
20,210,3,2019-12-28 12:50:16.972020
22,211,2,2019-12-27 12:50:16.972020
14,212,2,2019-12-26 12:50:16.972020
203,213,4,2019-12-25 12:50:16.972020
99,214,3,2019-12-24 12:50:16.972020
220,215,3,2019-12-23 12:50:16.972020
133,216,2,2019-12-22 12:50:16.972020
34,217,2,2019-12-21 12:50:16.972020
93,218,3,2019-12-20 12:50:16.972020
237,219,3,2019-12-19 12:50:16.972020
231,220,3,2019-12-18 12:50:16.972020
102,221,3,2019-12-17 12:50:16.972020
223,222,4,2019-12-16 12:50:16.972020
216,223,2,2019-12-15 12:50:16.972020
119,224,2,2019-12-14 12:50:16.972020
100,225,2,2019-12-13 12:50:16.972020
146,226,2,2019-12-12 12:50:16.972020
103,227,2,2019-12-11 12:50:16.972020
51,228,1,2019-12-10 12:50:16.972020
115,229,4,2019-12-09 12:50:16.972020
49,230,3,2019-12-08 12:50:16.972020
150,231,3,2019-12-07 12:50:16.972020
29,232,4,2019-12-06 12:50:16.972020
89,233,1,2019-12-05 12:50:16.972020
147,234,3,2019-12-04 12:50:16.972020
44,235,2,2019-12-03 12:50:16.972020
234,236,2,2019-12-02 12:50:16.972020
181,237,1,2019-12-01 12:50:16.972020
141,238,3,2019-11-30 12:50:16.972020
239,239,2,2019-11-29 12:50:16.972020
98,240,1,2019-11-28 12:50:16.972020
82,241,3,2019-11-27 12:50:16.972020
158,242,3,2019-11-26 12:50:16.972020
232,243,4,2019-11-25 12:50:16.972020
167,244,1,2019-11-24 12:50:16.972020
208,245,2,2019-11-23 12:50:16.972020
182,246,3,2019-11-22 12:50:16.972020
173,247,3,2019-11-21 12:50:16.972020
9,248,4,2019-11-20 12:50:16.972020
168,249,1,2019-11-19 12:50:16.972020
216,250,4,2019-11-18 12:50:16.972020
154,251,3,2019-11-17 12:50:16.972020
10,252,4,2019-11-16 12:50:16.972020
94,253,1,2019-11-15 12:50:16.972020
65,254,1,2019-11-14 12:50:16.972020
63,255,2,2019-11-13 12:50:16.972020
93,256,1,2019-11-12 12:50:16.972020
81,257,2,2019-11-11 12:50:16.972020
240,258,1,2019-11-10 12:50:16.972020
69,259,1,2019-11-09 12:50:16.972020
100,260,1,2019-11-08 12:50:16.972020
36,261,3,2019-11-07 12:50:16.972020
51,262,1,2019-11-06 12:50:16.972020
59,263,2,2019-11-05 12:50:16.972020
116,264,3,2019-11-04 12:50:16.972020
187,265,1,2019-11-03 12:50:16.972020
157,266,1,2019-11-02 12:50:16.972020
175,267,4,2019-11-01 12:50:16.972020
133,268,2,2019-10-31 12:50:16.972020
99,269,4,2019-10-30 12:50:16.972020
217,270,3,2019-10-29 12:50:16.972020
59,271,1,2019-10-28 12:50:16.972020
81,272,1,2019-10-27 12:50:16.972020
185,273,4,2019-10-26 12:50:16.972020
92,274,3,2019-10-25 12:50:16.972020
177,275,4,2019-10-24 12:50:16.972020
54,276,3,2019-10-23 12:50:16.972020
8,277,1,2019-10-22 12:50:16.972020
229,278,3,2019-10-21 12:50:16.972020
154,279,1,2019-10-20 12:50:16.972020
238,280,4,2019-10-19 12:50:16.972020
173,281,3,2019-10-18 12:50:16.972020
218,282,2,2019-10-17 12:50:16.972020
19,283,3,2019-10-16 12:50:16.972020
219,284,3,2019-10-15 12:50:16.972020
111,285,2,2019-10-14 12:50:16.972020
90,286,4,2019-10-13 12:50:16.972020
73,287,1,2019-10-12 12:50:16.972020
121,288,3,2019-10-11 12:50:16.972020
22,289,2,2019-10-10 12:50:16.972020
249,290,1,2019-10-09 12:50:16.972020
220,291,1,2019-10-08 12:50:16.972020
118,292,3,2019-10-07 12:50:16.972020
107,293,1,2019-10-06 12:50:16.972020
110,294,3,2019-10-05 12:50:16.972020
47,295,3,2019-10-04 12:50:16.972020
60,296,2,2019-10-03 12:50:16.972020
6,297,3,2019-10-02 12:50:16.972020
78,298,4,2019-10-01 12:50:16.972020
120,299,2,2019-09-30 12:50:16.972020
5,300,1,2019-09-29 12:50:16.972020
11,301,3,2019-09-28 12:50:16.972020
140,302,3,2019-09-27 12:50:16.972020
199,303,1,2019-09-26 12:50:16.972020
152,304,4,2019-09-25 12:50:16.972020
189,305,1,2019-09-24 12:50:16.972020
187,306,1,2019-09-23 12:50:16.972020
215,307,1,2019-09-22 12:50:16.972020
31,308,2,2019-09-21 12:50:16.972020
31,309,3,2019-09-20 12:50:16.972020
169,310,3,2019-09-19 12:50:16.972020
161,311,1,2019-09-18 12:50:16.972020
143,312,1,2019-09-17 12:50:16.972020
239,313,3,2019-09-16 12:50:16.972020
101,314,2,2019-09-15 12:50:16.972020
78,315,4,2019-09-14 12:50:16.972020
112,316,1,2019-09-13 12:50:16.972020
18,317,4,2019-09-12 12:50:16.972020
211,318,1,2019-09-11 12:50:16.972020
98,319,1,2019-09-10 12:50:16.972020
43,320,3,2019-09-09 12:50:16.972020
191,321,4,2019-09-08 12:50:16.972020
215,322,1,2019-09-07 12:50:16.972020
215,323,2,2019-09-06 12:50:16.972020
59,324,2,2019-09-05 12:50:16.972020
165,325,4,2019-09-04 12:50:16.972020
19,326,4,2019-09-03 12:50:16.972020
93,327,1,2019-09-02 12:50:16.972020
123,328,4,2019-09-01 12:50:16.972020
40,329,2,2019-08-31 12:50:16.972020
23,330,1,2019-08-30 12:50:16.972020
103,331,1,2019-08-29 12:50:16.972020
229,332,2,2019-08-28 12:50:16.972020
246,333,3,2019-08-27 12:50:16.972020
214,334,4,2019-08-26 12:50:16.972020
220,335,1,2019-08-25 12:50:16.972020
244,336,3,2019-08-24 12:50:16.972020
76,337,4,2019-08-23 12:50:16.972020
205,338,3,2019-08-22 12:50:16.972020
60,339,4,2019-08-21 12:50:16.972020
166,340,4,2019-08-20 12:50:16.972020
209,341,4,2019-08-19 12:50:16.972020
33,342,4,2019-08-18 12:50:16.972020
163,343,1,2019-08-17 12:50:16.972020
240,344,2,2019-08-16 12:50:16.972020
90,345,4,2019-08-15 12:50:16.972020
224,346,3,2019-08-14 12:50:16.972020
44,347,2,2019-08-13 12:50:16.972020
223,348,4,2019-08-12 12:50:16.972020
159,349,4,2019-08-11 12:50:16.972020
127,350,3,2019-08-10 12:50:16.972020
185,351,2,2019-08-09 12:50:16.972020
141,352,4,2019-08-08 12:50:16.972020
164,353,4,2019-08-07 12:50:16.972020
182,354,3,2019-08-06 12:50:16.972020
77,355,3,2019-08-05 12:50:16.972020
235,356,1,2019-08-04 12:50:16.972020
53,357,3,2019-08-03 12:50:16.972020
166,358,2,2019-08-02 12:50:16.972020
229,359,2,2019-08-01 12:50:16.972020
146,360,3,2019-07-31 12:50:16.972020
136,361,2,2019-07-30 12:50:16.972020
187,362,2,2019-07-29 12:50:16.972020
112,363,4,2019-07-28 12:50:16.972020
105,364,4,2019-07-27 12:50:16.972020
28,365,3,2019-07-26 12:50:16.972020
144,366,1,2019-07-25 12:50:16.972020
99,367,3,2019-07-24 12:50:16.972020
47,368,4,2019-07-23 12:50:16.972020
168,369,3,2019-07-22 12:50:16.972020
206,370,1,2019-07-21 12:50:16.972020
212,371,4,2019-07-20 12:50:16.972020
84,372,3,2019-07-19 12:50:16.972020
137,373,2,2019-07-18 12:50:16.972020
13,374,1,2019-07-17 12:50:16.972020
241,375,3,2019-07-16 12:50:16.972020
59,376,4,2019-07-15 12:50:16.972020
212,377,2,2019-07-14 12:50:16.972020
202,378,4,2019-07-13 12:50:16.972020
228,379,4,2019-07-12 12:50:16.972020
97,380,4,2019-07-11 12:50:16.972020
32,381,2,2019-07-10 12:50:16.972020
113,382,4,2019-07-09 12:50:16.972020
164,383,2,2019-07-08 12:50:16.972020
117,384,3,2019-07-07 12:50:16.972020
175,385,3,2019-07-06 12:50:16.972020
26,386,3,2019-07-05 12:50:16.972020
57,387,4,2019-07-04 12:50:16.972020
89,388,2,2019-07-03 12:50:16.972020
72,389,1,2019-07-02 12:50:16.972020
171,390,4,2019-07-01 12:50:16.972020
163,391,1,2019-06-30 12:50:16.972020
192,392,1,2019-06-29 12:50:16.972020
36,393,2,2019-06-28 12:50:16.972020
155,394,4,2019-06-27 12:50:16.972020
49,395,1,2019-06-26 12:50:16.972020
18,396,2,2019-06-25 12:50:16.972020
160,397,1,2019-06-24 12:50:16.972020
156,398,4,2019-06-23 12:50:16.972020
34,399,1,2019-06-22 12:50:16.972020
192,400,4,2019-06-21 12:50:16.972020
56,401,3,2019-06-20 12:50:16.972020
129,402,3,2019-06-19 12:50:16.972020
101,403,1,2019-06-18 12:50:16.972020
146,404,3,2019-06-17 12:50:16.972020
169,405,4,2019-06-16 12:50:16.972020
149,406,2,2019-06-15 12:50:16.972020
37,407,1,2019-06-14 12:50:16.972020
212,408,1,2019-06-13 12:50:16.972020
201,409,2,2019-06-12 12:50:16.972020
222,410,1,2019-06-11 12:50:16.972020
25,411,3,2019-06-10 12:50:16.972020
55,412,3,2019-06-09 12:50:16.972020
67,413,3,2019-06-08 12:50:16.972020
135,414,2,2019-06-07 12:50:16.972020
106,415,3,2019-06-06 12:50:16.972020
64,416,4,2019-06-05 12:50:16.972020
239,417,4,2019-06-04 12:50:16.972020
36,418,4,2019-06-03 12:50:16.972020
243,419,2,2019-06-02 12:50:16.972020
87,420,1,2019-06-01 12:50:16.972020
194,421,3,2019-05-31 12:50:16.972020
233,422,1,2019-05-30 12:50:16.972020
97,423,4,2019-05-29 12:50:16.972020
113,424,4,2019-05-28 12:50:16.972020
210,425,4,2019-05-27 12:50:16.972020
73,426,2,2019-05-26 12:50:16.972020
126,427,4,2019-05-25 12:50:16.972020
215,428,2,2019-05-24 12:50:16.972020
208,429,1,2019-05-23 12:50:16.972020
24,430,1,2019-05-22 12:50:16.972020
27,431,4,2019-05-21 12:50:16.972020
141,432,3,2019-05-20 12:50:16.972020
96,433,2,2019-05-19 12:50:16.972020
174,434,4,2019-05-18 12:50:16.972020
244,435,4,2019-05-17 12:50:16.972020
109,436,2,2019-05-16 12:50:16.972020
116,437,4,2019-05-15 12:50:16.972020
240,438,2,2019-05-14 12:50:16.972020
18,439,3,2019-05-13 12:50:16.972020
231,440,4,2019-05-12 12:50:16.972020
4,441,1,2019-05-11 12:50:16.972020
38,442,1,2019-05-10 12:50:16.972020
198,443,2,2019-05-09 12:50:16.972020
220,444,3,2019-05-08 12:50:16.972020
209,445,1,2019-05-07 12:50:16.972020
129,446,3,2019-05-06 12:50:16.972020
179,447,4,2019-05-05 12:50:16.972020
159,448,1,2019-05-04 12:50:16.972020
231,449,4,2019-05-03 12:50:16.972020
184,450,4,2019-05-02 12:50:16.972020
23,451,1,2019-05-01 12:50:16.972020
17,452,1,2019-04-30 12:50:16.972020
149,453,4,2019-04-29 12:50:16.972020
225,454,1,2019-04-28 12:50:16.972020
43,455,2,2019-04-27 12:50:16.972020
113,456,1,2019-04-26 12:50:16.972020
140,457,4,2019-04-25 12:50:16.972020
75,458,4,2019-04-24 12:50:16.972020
23,459,3,2019-04-23 12:50:16.972020
247,460,2,2019-04-22 12:50:16.972020
80,461,3,2019-04-21 12:50:16.972020
15,462,2,2019-04-20 12:50:16.972020
97,463,3,2019-04-19 12:50:16.972020
137,464,3,2019-04-18 12:50:16.972020
34,465,1,2019-04-17 12:50:16.972020
154,466,2,2019-04-16 12:50:16.972020
17,467,2,2019-04-15 12:50:16.972020
53,468,3,2019-04-14 12:50:16.972020
106,469,4,2019-04-13 12:50:16.972020
9,470,3,2019-04-12 12:50:16.972020
201,471,1,2019-04-11 12:50:16.972020
41,472,3,2019-04-10 12:50:16.972020
121,473,3,2019-04-09 12:50:16.972020
37,474,4,2019-04-08 12:50:16.972020
65,475,2,2019-04-07 12:50:16.972020
208,476,2,2019-04-06 12:50:16.972020
231,477,3,2019-04-05 12:50:16.972020
55,478,1,2019-04-04 12:50:16.972020
180,479,3,2019-04-03 12:50:16.972020
179,480,2,2019-04-02 12:50:16.972020
134,481,2,2019-04-01 12:50:16.972020
48,482,3,2019-03-31 12:50:16.972020
113,483,2,2019-03-30 12:50:16.972020
13,484,3,2019-03-29 12:50:16.972020
28,485,1,2019-03-28 12:50:16.972020
132,486,3,2019-03-27 12:50:16.972020
124,487,1,2019-03-26 12:50:16.972020
228,488,2,2019-03-25 12:50:16.972020
89,489,2,2019-03-24 12:50:16.972020
53,490,4,2019-03-23 12:50:16.972020
10,491,2,2019-03-22 12:50:16.972020
114,492,2,2019-03-21 12:50:16.972020
230,493,2,2019-03-20 12:50:16.972020
140,494,1,2019-03-19 12:50:16.972020
208,495,4,2019-03-18 12:50:16.972020
179,496,3,2019-03-17 12:50:16.972020
218,497,1,2019-03-16 12:50:16.972020
35,498,1,2019-03-15 12:50:16.972020
239,499,2,2019-03-14 12:50:16.972020
65,500,1,2019-03-13 12:50:16.972020
101,501,3,2019-03-12 12:50:16.972020
51,502,1,2019-03-11 12:50:16.972020
201,503,3,2019-03-10 12:50:16.972020
133,504,3,2019-03-09 12:50:16.972020
32,505,1,2019-03-08 12:50:16.972020
234,506,4,2019-03-07 12:50:16.972020
97,507,3,2019-03-06 12:50:16.972020
76,508,4,2019-03-05 12:50:16.972020
123,509,4,2019-03-04 12:50:16.972020
117,510,2,2019-03-03 12:50:16.972020
78,511,2,2019-03-02 12:50:16.972020
59,512,2,2019-03-01 12:50:16.972020
15,513,3,2019-02-28 12:50:16.972020
235,514,1,2019-02-27 12:50:16.972020
241,515,3,2019-02-26 12:50:16.972020
75,516,3,2019-02-25 12:50:16.972020
202,517,2,2019-02-24 12:50:16.972020
60,518,1,2019-02-23 12:50:16.972020
206,519,4,2019-02-22 12:50:16.972020
189,520,1,2019-02-21 12:50:16.972020
10,521,3,2019-02-20 12:50:16.972020
215,522,4,2019-02-19 12:50:16.972020
87,523,3,2019-02-18 12:50:16.972020
61,524,4,2019-02-17 12:50:16.972020
53,525,4,2019-02-16 12:50:16.972020
158,526,2,2019-02-15 12:50:16.972020
199,527,4,2019-02-14 12:50:16.972020
148,528,1,2019-02-13 12:50:16.972020
204,529,4,2019-02-12 12:50:16.972020
89,530,3,2019-02-11 12:50:16.972020
13,531,3,2019-02-10 12:50:16.972020
33,532,3,2019-02-09 12:50:16.972020
